"date","unique_authors"
2020-02-02,"4139"
2020-02-03,"4252"
2020-02-04,"4300"
2020-02-05,"4402"
2020-02-06,"4076"
2020-02-07,"3520"
2020-02-08,"3975"
2020-02-09,"4242"
2020-02-10,"4349"
2020-02-11,"4453"
2020-02-12,"4421"
2020-02-13,"4519"
2020-02-14,"3436"
2020-02-15,"3738"
2020-02-16,"4458"
2020-02-17,"4519"
2020-02-18,"4575"
2020-02-19,"4580"
2020-02-20,"4187"
2020-02-21,"3572"
2020-02-22,"3776"
2020-02-23,"4139"
2020-02-24,"4356"
2020-02-25,"4231"
2020-02-26,"4354"
2020-02-27,"4254"
2020-02-28,"3624"
2020-02-29,"4103"
2020-03-01,"4535"
2020-03-02,"4433"
2020-03-03,"4583"
2020-03-04,"4611"
2020-03-05,"4390"
2020-03-06,"3702"
2020-03-07,"3928"
2020-03-08,"4462"
2020-03-09,"4726"
2020-03-10,"5271"
2020-03-11,"6468"
2020-03-12,"6585"
2020-03-13,"5411"
2020-03-14,"5639"
2020-03-15,"6421"
2020-03-16,"7004"
2020-03-17,"6534"
2020-03-18,"6295"
2020-03-19,"6552"
2020-03-20,"5649"
2020-03-21,"5560"
2020-03-22,"5814"
2020-03-23,"5900"
2020-03-24,"5920"
2020-03-25,"5980"
2020-03-26,"5970"
2020-03-27,"5186"
2020-03-28,"4930"
2020-03-29,"5633"
2020-03-30,"5846"
2020-03-31,"5885"
2020-04-01,"5937"
2020-04-02,"5869"
2020-04-03,"4883"
2020-04-04,"5096"
2020-04-05,"5402"
2020-04-06,"5548"
2020-04-07,"5546"
2020-04-08,"5512"
2020-04-09,"5485"
2020-04-10,"5033"
2020-04-11,"5361"
2020-04-12,"5087"
2020-04-13,"5522"
2020-04-14,"6137"
2020-04-15,"5898"
2020-04-16,"5647"
2020-04-17,"5000"
2020-04-18,"4994"
2020-04-19,"5436"
