"date","unique_authors"
2019-06-24,"2331"
2019-06-25,"2412"
2019-06-26,"2508"
2019-06-27,"2395"
2019-06-28,"1662"
2019-06-29,"1667"
2019-06-30,"2253"
2019-07-01,"2320"
2019-07-02,"2320"
2019-07-03,"2324"
2019-07-04,"2251"
2019-07-05,"1650"
2019-07-06,"1564"
2019-07-07,"2128"
2019-07-08,"2128"
2019-07-09,"2220"
2019-07-10,"2192"
2019-07-11,"2023"
2019-07-12,"1420"
2019-07-13,"1513"
2019-07-14,"1991"
2019-07-15,"2110"
2019-07-16,"2064"
2019-07-17,"2037"
2019-07-18,"2030"
2019-07-19,"1465"
2019-07-20,"1471"
2019-07-21,"1996"
2019-07-22,"2029"
2019-07-23,"1988"
2019-07-24,"2117"
2019-07-25,"2072"
2019-07-26,"1504"
2019-07-27,"1458"
2019-07-28,"1940"
2019-07-29,"2013"
2019-07-30,"1956"
2019-07-31,"1803"
2019-08-01,"1832"
2019-08-02,"1397"
2019-08-03,"1372"
2019-08-04,"1995"
2019-08-05,"2050"
2019-08-06,"2059"
2019-08-07,"2084"
2019-08-08,"2059"
2019-08-09,"1525"
2019-08-10,"1564"
2019-08-11,"2052"
2019-08-12,"2186"
2019-08-13,"2153"
2019-08-14,"2148"
2019-08-15,"2195"
2019-08-16,"1613"
2019-08-17,"1692"
2019-08-18,"2214"
2019-08-19,"2259"
2019-08-20,"2292"
2019-08-21,"2359"
2019-08-22,"2235"
2019-08-23,"1685"
2019-08-24,"1595"
2019-08-25,"2141"
2019-08-26,"2329"
2019-08-27,"2396"
2019-08-28,"2383"
2019-08-29,"2320"
2019-08-30,"1650"
2019-08-31,"1648"
2019-09-01,"2317"
2019-09-02,"2591"
2019-09-03,"2450"
2019-09-04,"2359"
2019-09-05,"2253"
2019-09-06,"1656"
2019-09-07,"1611"
2019-09-08,"2196"
2019-09-09,"2284"
2019-09-10,"2435"
2019-09-11,"2381"
2019-09-12,"2447"
2019-09-13,"1763"
2019-09-14,"1623"
2019-09-15,"2214"
2019-09-16,"2435"
2019-09-17,"2405"
2019-09-18,"2428"
2019-09-19,"2288"
2019-09-20,"1677"
2019-09-21,"1651"
2019-09-22,"2271"
2019-09-23,"2303"
2019-09-24,"2400"
2019-09-25,"2348"
2019-09-26,"2369"
2019-09-27,"1793"
2019-09-28,"1684"
2019-09-29,"2212"
2019-09-30,"2335"
2019-10-01,"2200"
2019-10-02,"2264"
2019-10-03,"2141"
2019-10-04,"1661"
2019-10-05,"1590"
2019-10-06,"2148"
2019-10-07,"2237"
2019-10-08,"2301"
2019-10-09,"2286"
2019-10-10,"2218"
2019-10-11,"1711"
2019-10-12,"1656"
2019-10-13,"2175"
2019-10-14,"2367"
2019-10-15,"2259"
2019-10-16,"2250"
2019-10-17,"2279"
2019-10-18,"1705"
2019-10-19,"2059"
2019-10-20,"2381"
2019-10-21,"2348"
2019-10-22,"2337"
2019-10-23,"2328"
2019-10-24,"2286"
2019-10-25,"1618"
2019-10-26,"1674"
2019-10-27,"2186"
2019-10-28,"2267"
2019-10-29,"2279"
2019-10-30,"2339"
2019-10-31,"2123"
2019-11-01,"1711"
2019-11-02,"1652"
2019-11-03,"2239"
2019-11-04,"2329"
2019-11-05,"2347"
2019-11-06,"2293"
2019-11-07,"2301"
2019-11-08,"1662"
2019-11-09,"1581"
2019-11-10,"2231"
2019-11-11,"2243"
2019-11-12,"2235"
2019-11-13,"2396"
2019-11-14,"2224"
2019-11-15,"1694"
2019-11-16,"1678"
2019-11-17,"2282"
2019-11-18,"2247"
2019-11-19,"2327"
2019-11-20,"2372"
2019-11-21,"2268"
2019-11-22,"1661"
2019-11-23,"1564"
2019-11-24,"2241"
2019-11-25,"2203"
2019-11-26,"2280"
2019-11-27,"2292"
2019-11-28,"2253"
2019-11-29,"1649"
2019-11-30,"1670"
2019-12-01,"2208"
2019-12-02,"2316"
2019-12-03,"2224"
2019-12-04,"2268"
2019-12-05,"2203"
2019-12-06,"1601"
2019-12-07,"1587"
2019-12-08,"2154"
2019-12-09,"2295"
2019-12-10,"2425"
2019-12-11,"2239"
2019-12-12,"2270"
2019-12-13,"1587"
2019-12-14,"1694"
2019-12-15,"2243"
2019-12-16,"2336"
2019-12-17,"2292"
2019-12-18,"2205"
2019-12-19,"2316"
2019-12-20,"1587"
2019-12-21,"1533"
2019-12-22,"1911"
2019-12-23,"1874"
2019-12-24,"1363"
2019-12-25,"1385"
2019-12-26,"1644"
2019-12-27,"1469"
2019-12-28,"1443"
2019-12-29,"1692"
2019-12-30,"1871"
2019-12-31,"1531"
2020-01-01,"1486"
2020-01-02,"1778"
2020-01-03,"1517"
2020-01-04,"1558"
2020-01-05,"2079"
2020-01-06,"2086"
2020-01-07,"2243"
2020-01-08,"2153"
2020-01-09,"2171"
2020-01-10,"1713"
2020-01-11,"1601"
2020-01-12,"2136"
2020-01-13,"2230"
2020-01-14,"2241"
2020-01-15,"2208"
2020-01-16,"2331"
2020-01-17,"1746"
2020-01-18,"1583"
2020-01-19,"2165"
2020-01-20,"2313"
2020-01-21,"2299"
2020-01-22,"2266"
2020-01-23,"2237"
2020-01-24,"1639"
2020-01-25,"1577"
2020-01-26,"2135"
2020-01-27,"2184"
2020-01-28,"2284"
2020-01-29,"2209"
2020-01-30,"2190"
2020-01-31,"1648"
2020-02-01,"1674"
2020-02-02,"2154"
2020-02-03,"2195"
2020-02-04,"2286"
2020-02-05,"2182"
2020-02-06,"2130"
2020-02-07,"1584"
2020-02-08,"1804"
2020-02-09,"2253"
2020-02-10,"2216"
2020-02-11,"2267"
2020-02-12,"2204"
2020-02-13,"2160"
2020-02-14,"1583"
2020-02-15,"1562"
2020-02-16,"2083"
2020-02-17,"2122"
2020-02-18,"2241"
2020-02-19,"2177"
2020-02-20,"2097"
2020-02-21,"1639"
2020-02-22,"1619"
2020-02-23,"2112"
2020-02-24,"2214"
2020-02-25,"2220"
2020-02-26,"2305"
2020-02-27,"2571"
2020-02-28,"1851"
2020-02-29,"1700"
2020-03-01,"2325"
2020-03-02,"2383"
2020-03-03,"2379"
2020-03-04,"2319"
2020-03-05,"2272"
2020-03-06,"1771"
2020-03-07,"1872"
2020-03-08,"2262"
2020-03-09,"2312"
2020-03-10,"2420"
2020-03-11,"2492"
2020-03-12,"2788"
2020-03-13,"2250"
2020-03-14,"2254"
2020-03-15,"2972"
2020-03-16,"2794"
2020-03-17,"2975"
2020-03-18,"2942"
2020-03-19,"2993"
2020-03-20,"2345"
2020-03-21,"2213"
2020-03-22,"2513"
2020-03-23,"2586"
2020-03-24,"2666"
2020-03-25,"2659"
2020-03-26,"2565"
2020-03-27,"2088"
2020-03-28,"1995"
2020-03-29,"2519"
2020-03-30,"2549"
2020-03-31,"2646"
2020-04-01,"2637"
2020-04-02,"2580"
2020-04-03,"1935"
2020-04-04,"1916"
2020-04-05,"2396"
2020-04-06,"2517"
2020-04-07,"2638"
2020-04-08,"2613"
2020-04-09,"2001"
2020-04-10,"1902"
2020-04-11,"1822"
2020-04-12,"1854"
2020-04-13,"2280"
2020-04-14,"2496"
2020-04-15,"2621"
2020-04-16,"2486"
2020-04-17,"1987"
2020-04-18,"2013"
2020-04-19,"2467"
