"confirmed","date","deaths","recovered","country"
0,2020-01-31,0,0,"Algeria"
0,2020-02-01,0,0,"Algeria"
0,2020-02-02,0,0,"Algeria"
0,2020-02-03,0,0,"Algeria"
0,2020-02-04,0,0,"Algeria"
0,2020-02-05,0,0,"Algeria"
0,2020-02-06,0,0,"Algeria"
0,2020-02-07,0,0,"Algeria"
0,2020-02-08,0,0,"Algeria"
0,2020-02-09,0,0,"Algeria"
0,2020-02-10,0,0,"Algeria"
0,2020-02-11,0,0,"Algeria"
0,2020-02-12,0,0,"Algeria"
0,2020-02-13,0,0,"Algeria"
0,2020-02-14,0,0,"Algeria"
0,2020-02-15,0,0,"Algeria"
0,2020-02-16,0,0,"Algeria"
0,2020-02-17,0,0,"Algeria"
0,2020-02-18,0,0,"Algeria"
0,2020-02-19,0,0,"Algeria"
0,2020-02-20,0,0,"Algeria"
0,2020-02-21,0,0,"Algeria"
0,2020-02-22,0,0,"Algeria"
0,2020-02-23,0,0,"Algeria"
0,2020-02-24,0,0,"Algeria"
1,2020-02-25,0,0,"Algeria"
1,2020-02-26,0,0,"Algeria"
1,2020-02-27,0,0,"Algeria"
1,2020-02-28,0,0,"Algeria"
1,2020-02-29,0,0,"Algeria"
1,2020-03-01,0,0,"Algeria"
3,2020-03-02,0,0,"Algeria"
5,2020-03-03,0,0,"Algeria"
12,2020-03-04,0,0,"Algeria"
12,2020-03-05,0,0,"Algeria"
17,2020-03-06,0,0,"Algeria"
17,2020-03-07,0,0,"Algeria"
19,2020-03-08,0,0,"Algeria"
20,2020-03-09,0,0,"Algeria"
20,2020-03-10,0,0,"Algeria"
20,2020-03-11,0,0,"Algeria"
24,2020-03-12,1,8,"Algeria"
26,2020-03-13,2,8,"Algeria"
37,2020-03-14,3,12,"Algeria"
48,2020-03-15,4,12,"Algeria"
54,2020-03-16,4,12,"Algeria"
60,2020-03-17,4,12,"Algeria"
74,2020-03-18,7,12,"Algeria"
87,2020-03-19,9,32,"Algeria"
90,2020-03-20,11,32,"Algeria"
139,2020-03-21,15,32,"Algeria"
201,2020-03-22,17,65,"Algeria"
230,2020-03-23,17,65,"Algeria"
264,2020-03-24,19,24,"Algeria"
302,2020-03-25,21,65,"Algeria"
367,2020-03-26,25,29,"Algeria"
409,2020-03-27,26,29,"Algeria"
454,2020-03-28,29,31,"Algeria"
511,2020-03-29,31,31,"Algeria"
584,2020-03-30,35,37,"Algeria"
716,2020-03-31,44,46,"Algeria"
847,2020-04-01,58,61,"Algeria"
986,2020-04-02,86,61,"Algeria"
1171,2020-04-03,105,62,"Algeria"
1251,2020-04-04,130,90,"Algeria"
1320,2020-04-05,152,90,"Algeria"
1423,2020-04-06,173,90,"Algeria"
1468,2020-04-07,193,113,"Algeria"
1572,2020-04-08,205,237,"Algeria"
1666,2020-04-09,235,347,"Algeria"
1761,2020-04-10,256,405,"Algeria"
1825,2020-04-11,275,460,"Algeria"
1914,2020-04-12,293,591,"Algeria"
1983,2020-04-13,313,601,"Algeria"
2070,2020-04-14,326,691,"Algeria"
2160,2020-04-15,336,708,"Algeria"
2268,2020-04-16,348,783,"Algeria"
2418,2020-04-17,364,846,"Algeria"
2534,2020-04-18,367,894,"Algeria"
2629,2020-04-19,375,1047,"Algeria"
2718,2020-04-20,384,1099,"Algeria"
2811,2020-04-21,392,1152,"Algeria"
0,2020-01-22,0,0,"Andorra"
0,2020-01-23,0,0,"Andorra"
0,2020-01-24,0,0,"Andorra"
0,2020-01-25,0,0,"Andorra"
0,2020-01-26,0,0,"Andorra"
0,2020-01-27,0,0,"Andorra"
0,2020-01-28,0,0,"Andorra"
0,2020-01-29,0,0,"Andorra"
0,2020-01-30,0,0,"Andorra"
0,2020-01-31,0,0,"Andorra"
0,2020-02-01,0,0,"Andorra"
0,2020-02-02,0,0,"Andorra"
0,2020-02-03,0,0,"Andorra"
0,2020-02-04,0,0,"Andorra"
0,2020-02-05,0,0,"Andorra"
0,2020-02-06,0,0,"Andorra"
0,2020-02-07,0,0,"Andorra"
0,2020-02-08,0,0,"Andorra"
0,2020-02-09,0,0,"Andorra"
0,2020-02-10,0,0,"Andorra"
0,2020-02-11,0,0,"Andorra"
0,2020-02-12,0,0,"Andorra"
0,2020-02-13,0,0,"Andorra"
0,2020-02-14,0,0,"Andorra"
0,2020-02-15,0,0,"Andorra"
0,2020-02-16,0,0,"Andorra"
0,2020-02-17,0,0,"Andorra"
0,2020-02-18,0,0,"Andorra"
0,2020-02-19,0,0,"Andorra"
0,2020-02-20,0,0,"Andorra"
0,2020-02-21,0,0,"Andorra"
0,2020-02-22,0,0,"Andorra"
0,2020-02-23,0,0,"Andorra"
0,2020-02-24,0,0,"Andorra"
0,2020-02-25,0,0,"Andorra"
0,2020-02-26,0,0,"Andorra"
0,2020-02-27,0,0,"Andorra"
0,2020-02-28,0,0,"Andorra"
0,2020-02-29,0,0,"Andorra"
0,2020-03-01,0,0,"Andorra"
1,2020-03-02,0,0,"Andorra"
1,2020-03-03,0,0,"Andorra"
1,2020-03-04,0,0,"Andorra"
1,2020-03-05,0,0,"Andorra"
1,2020-03-06,0,0,"Andorra"
1,2020-03-07,0,0,"Andorra"
1,2020-03-08,0,0,"Andorra"
1,2020-03-09,0,0,"Andorra"
1,2020-03-10,0,0,"Andorra"
1,2020-03-11,0,0,"Andorra"
1,2020-03-12,0,1,"Andorra"
1,2020-03-13,0,0,"Andorra"
1,2020-03-14,0,1,"Andorra"
1,2020-03-15,0,1,"Andorra"
2,2020-03-16,0,1,"Andorra"
39,2020-03-17,0,1,"Andorra"
39,2020-03-18,0,1,"Andorra"
53,2020-03-19,0,1,"Andorra"
75,2020-03-20,0,1,"Andorra"
88,2020-03-21,0,1,"Andorra"
113,2020-03-22,1,1,"Andorra"
133,2020-03-23,1,1,"Andorra"
164,2020-03-24,1,1,"Andorra"
188,2020-03-25,1,1,"Andorra"
224,2020-03-26,3,1,"Andorra"
267,2020-03-27,3,1,"Andorra"
308,2020-03-28,3,1,"Andorra"
334,2020-03-29,6,1,"Andorra"
370,2020-03-30,8,10,"Andorra"
376,2020-03-31,12,10,"Andorra"
390,2020-04-01,14,10,"Andorra"
428,2020-04-02,15,10,"Andorra"
439,2020-04-03,16,16,"Andorra"
466,2020-04-04,17,21,"Andorra"
501,2020-04-05,18,26,"Andorra"
525,2020-04-06,21,31,"Andorra"
545,2020-04-07,22,39,"Andorra"
564,2020-04-08,23,52,"Andorra"
583,2020-04-09,25,58,"Andorra"
601,2020-04-10,26,71,"Andorra"
601,2020-04-11,26,71,"Andorra"
638,2020-04-12,29,128,"Andorra"
646,2020-04-13,29,128,"Andorra"
659,2020-04-14,31,128,"Andorra"
673,2020-04-15,33,169,"Andorra"
673,2020-04-16,33,169,"Andorra"
696,2020-04-17,35,191,"Andorra"
704,2020-04-18,35,205,"Andorra"
713,2020-04-19,36,235,"Andorra"
717,2020-04-20,37,248,"Andorra"
717,2020-04-21,37,282,"Andorra"
0,2020-01-22,0,0,"Angola"
0,2020-01-23,0,0,"Angola"
0,2020-01-24,0,0,"Angola"
0,2020-01-25,0,0,"Angola"
0,2020-01-26,0,0,"Angola"
0,2020-01-27,0,0,"Angola"
0,2020-01-28,0,0,"Angola"
0,2020-01-29,0,0,"Angola"
0,2020-01-30,0,0,"Angola"
0,2020-01-31,0,0,"Angola"
0,2020-02-01,0,0,"Angola"
0,2020-02-02,0,0,"Angola"
0,2020-02-03,0,0,"Angola"
0,2020-02-04,0,0,"Angola"
0,2020-02-05,0,0,"Angola"
0,2020-02-06,0,0,"Angola"
0,2020-02-07,0,0,"Angola"
0,2020-02-08,0,0,"Angola"
0,2020-02-09,0,0,"Angola"
0,2020-02-10,0,0,"Angola"
0,2020-02-11,0,0,"Angola"
0,2020-02-12,0,0,"Angola"
0,2020-02-13,0,0,"Angola"
0,2020-02-14,0,0,"Angola"
0,2020-02-15,0,0,"Angola"
0,2020-02-16,0,0,"Angola"
0,2020-02-17,0,0,"Angola"
0,2020-02-18,0,0,"Angola"
0,2020-02-19,0,0,"Angola"
0,2020-02-20,0,0,"Angola"
0,2020-02-21,0,0,"Angola"
0,2020-02-22,0,0,"Angola"
0,2020-02-23,0,0,"Angola"
0,2020-02-24,0,0,"Angola"
0,2020-02-25,0,0,"Angola"
0,2020-02-26,0,0,"Angola"
0,2020-02-27,0,0,"Angola"
0,2020-02-28,0,0,"Angola"
0,2020-02-29,0,0,"Angola"
0,2020-03-01,0,0,"Angola"
0,2020-03-02,0,0,"Angola"
0,2020-03-03,0,0,"Angola"
0,2020-03-04,0,0,"Angola"
0,2020-03-05,0,0,"Angola"
0,2020-03-06,0,0,"Angola"
0,2020-03-07,0,0,"Angola"
0,2020-03-08,0,0,"Angola"
0,2020-03-09,0,0,"Angola"
0,2020-03-10,0,0,"Angola"
0,2020-03-11,0,0,"Angola"
0,2020-03-12,0,0,"Angola"
0,2020-03-13,0,0,"Angola"
0,2020-03-14,0,0,"Angola"
0,2020-03-15,0,0,"Angola"
0,2020-03-16,0,0,"Angola"
0,2020-03-17,0,0,"Angola"
0,2020-03-18,0,0,"Angola"
0,2020-03-19,0,0,"Angola"
1,2020-03-20,0,0,"Angola"
2,2020-03-21,0,0,"Angola"
2,2020-03-22,0,0,"Angola"
3,2020-03-23,0,0,"Angola"
3,2020-03-24,0,0,"Angola"
3,2020-03-25,0,0,"Angola"
4,2020-03-26,0,0,"Angola"
4,2020-03-27,0,0,"Angola"
5,2020-03-28,0,0,"Angola"
7,2020-03-29,2,0,"Angola"
7,2020-03-30,2,0,"Angola"
7,2020-03-31,2,1,"Angola"
8,2020-04-01,2,1,"Angola"
8,2020-04-02,2,1,"Angola"
8,2020-04-03,2,1,"Angola"
10,2020-04-04,2,2,"Angola"
14,2020-04-05,2,2,"Angola"
16,2020-04-06,2,2,"Angola"
17,2020-04-07,2,2,"Angola"
19,2020-04-08,2,2,"Angola"
19,2020-04-09,2,2,"Angola"
19,2020-04-10,2,2,"Angola"
19,2020-04-11,2,4,"Angola"
19,2020-04-12,2,4,"Angola"
19,2020-04-13,2,4,"Angola"
19,2020-04-14,2,5,"Angola"
19,2020-04-15,2,5,"Angola"
19,2020-04-16,2,5,"Angola"
19,2020-04-17,2,5,"Angola"
24,2020-04-18,2,6,"Angola"
24,2020-04-19,2,6,"Angola"
24,2020-04-20,2,6,"Angola"
24,2020-04-21,2,6,"Angola"
0,2020-01-22,0,0,"Antigua and Barbuda"
0,2020-01-23,0,0,"Antigua and Barbuda"
0,2020-01-24,0,0,"Antigua and Barbuda"
0,2020-01-25,0,0,"Antigua and Barbuda"
0,2020-01-26,0,0,"Antigua and Barbuda"
0,2020-01-27,0,0,"Antigua and Barbuda"
0,2020-01-28,0,0,"Antigua and Barbuda"
0,2020-01-29,0,0,"Antigua and Barbuda"
0,2020-01-30,0,0,"Antigua and Barbuda"
0,2020-01-31,0,0,"Antigua and Barbuda"
0,2020-02-01,0,0,"Antigua and Barbuda"
0,2020-02-02,0,0,"Antigua and Barbuda"
0,2020-02-03,0,0,"Antigua and Barbuda"
0,2020-02-04,0,0,"Antigua and Barbuda"
0,2020-02-05,0,0,"Antigua and Barbuda"
0,2020-02-06,0,0,"Antigua and Barbuda"
0,2020-02-07,0,0,"Antigua and Barbuda"
0,2020-02-08,0,0,"Antigua and Barbuda"
0,2020-02-09,0,0,"Antigua and Barbuda"
0,2020-02-10,0,0,"Antigua and Barbuda"
0,2020-02-11,0,0,"Antigua and Barbuda"
0,2020-02-12,0,0,"Antigua and Barbuda"
0,2020-02-13,0,0,"Antigua and Barbuda"
0,2020-02-14,0,0,"Antigua and Barbuda"
0,2020-02-15,0,0,"Antigua and Barbuda"
0,2020-02-16,0,0,"Antigua and Barbuda"
0,2020-02-17,0,0,"Antigua and Barbuda"
0,2020-02-18,0,0,"Antigua and Barbuda"
0,2020-02-19,0,0,"Antigua and Barbuda"
0,2020-02-20,0,0,"Antigua and Barbuda"
0,2020-02-21,0,0,"Antigua and Barbuda"
0,2020-02-22,0,0,"Antigua and Barbuda"
0,2020-02-23,0,0,"Antigua and Barbuda"
0,2020-02-24,0,0,"Antigua and Barbuda"
0,2020-02-25,0,0,"Antigua and Barbuda"
0,2020-02-26,0,0,"Antigua and Barbuda"
0,2020-02-27,0,0,"Antigua and Barbuda"
0,2020-02-28,0,0,"Antigua and Barbuda"
0,2020-02-29,0,0,"Antigua and Barbuda"
0,2020-03-01,0,0,"Antigua and Barbuda"
0,2020-03-02,0,0,"Antigua and Barbuda"
0,2020-03-03,0,0,"Antigua and Barbuda"
0,2020-03-04,0,0,"Antigua and Barbuda"
0,2020-03-05,0,0,"Antigua and Barbuda"
0,2020-03-06,0,0,"Antigua and Barbuda"
0,2020-03-07,0,0,"Antigua and Barbuda"
0,2020-03-08,0,0,"Antigua and Barbuda"
0,2020-03-09,0,0,"Antigua and Barbuda"
0,2020-03-10,0,0,"Antigua and Barbuda"
0,2020-03-11,0,0,"Antigua and Barbuda"
0,2020-03-12,0,0,"Antigua and Barbuda"
1,2020-03-13,0,0,"Antigua and Barbuda"
1,2020-03-14,0,0,"Antigua and Barbuda"
1,2020-03-15,0,0,"Antigua and Barbuda"
1,2020-03-16,0,0,"Antigua and Barbuda"
1,2020-03-17,0,0,"Antigua and Barbuda"
1,2020-03-18,0,0,"Antigua and Barbuda"
1,2020-03-19,0,0,"Antigua and Barbuda"
1,2020-03-20,0,0,"Antigua and Barbuda"
1,2020-03-21,0,0,"Antigua and Barbuda"
1,2020-03-22,0,0,"Antigua and Barbuda"
3,2020-03-23,0,0,"Antigua and Barbuda"
3,2020-03-24,0,0,"Antigua and Barbuda"
3,2020-03-25,0,0,"Antigua and Barbuda"
7,2020-03-26,0,0,"Antigua and Barbuda"
7,2020-03-27,0,0,"Antigua and Barbuda"
7,2020-03-28,0,0,"Antigua and Barbuda"
7,2020-03-29,0,0,"Antigua and Barbuda"
7,2020-03-30,0,0,"Antigua and Barbuda"
7,2020-03-31,0,0,"Antigua and Barbuda"
7,2020-04-01,0,0,"Antigua and Barbuda"
9,2020-04-02,0,0,"Antigua and Barbuda"
15,2020-04-03,0,0,"Antigua and Barbuda"
15,2020-04-04,0,0,"Antigua and Barbuda"
15,2020-04-05,0,0,"Antigua and Barbuda"
15,2020-04-06,0,0,"Antigua and Barbuda"
19,2020-04-07,1,0,"Antigua and Barbuda"
19,2020-04-08,2,0,"Antigua and Barbuda"
19,2020-04-09,2,0,"Antigua and Barbuda"
19,2020-04-10,2,0,"Antigua and Barbuda"
21,2020-04-11,2,0,"Antigua and Barbuda"
21,2020-04-12,2,0,"Antigua and Barbuda"
23,2020-04-13,2,0,"Antigua and Barbuda"
23,2020-04-14,2,3,"Antigua and Barbuda"
23,2020-04-15,2,3,"Antigua and Barbuda"
23,2020-04-16,3,3,"Antigua and Barbuda"
23,2020-04-17,3,3,"Antigua and Barbuda"
23,2020-04-18,3,3,"Antigua and Barbuda"
23,2020-04-19,3,3,"Antigua and Barbuda"
23,2020-04-20,3,3,"Antigua and Barbuda"
23,2020-04-21,3,7,"Antigua and Barbuda"
0,2020-01-22,0,0,"Argentina"
0,2020-01-23,0,0,"Argentina"
0,2020-01-24,0,0,"Argentina"
0,2020-01-25,0,0,"Argentina"
0,2020-01-26,0,0,"Argentina"
0,2020-01-27,0,0,"Argentina"
0,2020-01-28,0,0,"Argentina"
0,2020-01-29,0,0,"Argentina"
0,2020-01-30,0,0,"Argentina"
0,2020-01-31,0,0,"Argentina"
0,2020-02-01,0,0,"Argentina"
0,2020-02-02,0,0,"Argentina"
0,2020-02-03,0,0,"Argentina"
0,2020-02-04,0,0,"Argentina"
0,2020-02-05,0,0,"Argentina"
0,2020-02-06,0,0,"Argentina"
0,2020-02-07,0,0,"Argentina"
0,2020-02-08,0,0,"Argentina"
0,2020-02-09,0,0,"Argentina"
0,2020-02-10,0,0,"Argentina"
0,2020-02-11,0,0,"Argentina"
0,2020-02-12,0,0,"Argentina"
0,2020-02-13,0,0,"Argentina"
0,2020-02-14,0,0,"Argentina"
0,2020-02-15,0,0,"Argentina"
0,2020-02-16,0,0,"Argentina"
0,2020-02-17,0,0,"Argentina"
0,2020-02-18,0,0,"Argentina"
0,2020-02-19,0,0,"Argentina"
0,2020-02-20,0,0,"Argentina"
0,2020-02-21,0,0,"Argentina"
0,2020-02-22,0,0,"Argentina"
0,2020-02-23,0,0,"Argentina"
0,2020-02-24,0,0,"Argentina"
0,2020-02-25,0,0,"Argentina"
0,2020-02-26,0,0,"Argentina"
0,2020-02-27,0,0,"Argentina"
0,2020-02-28,0,0,"Argentina"
0,2020-02-29,0,0,"Argentina"
0,2020-03-01,0,0,"Argentina"
0,2020-03-02,0,0,"Argentina"
1,2020-03-03,0,0,"Argentina"
1,2020-03-04,0,0,"Argentina"
1,2020-03-05,0,0,"Argentina"
2,2020-03-06,0,0,"Argentina"
8,2020-03-07,0,0,"Argentina"
12,2020-03-08,1,0,"Argentina"
12,2020-03-09,1,0,"Argentina"
17,2020-03-10,1,0,"Argentina"
19,2020-03-11,1,0,"Argentina"
19,2020-03-12,1,0,"Argentina"
31,2020-03-13,2,0,"Argentina"
34,2020-03-14,2,1,"Argentina"
45,2020-03-15,2,1,"Argentina"
56,2020-03-16,2,1,"Argentina"
68,2020-03-17,2,3,"Argentina"
79,2020-03-18,2,3,"Argentina"
97,2020-03-19,3,3,"Argentina"
128,2020-03-20,3,3,"Argentina"
158,2020-03-21,4,3,"Argentina"
266,2020-03-22,4,3,"Argentina"
301,2020-03-23,4,3,"Argentina"
387,2020-03-24,6,52,"Argentina"
387,2020-03-25,8,52,"Argentina"
502,2020-03-26,9,63,"Argentina"
589,2020-03-27,13,72,"Argentina"
690,2020-03-28,18,72,"Argentina"
745,2020-03-29,19,72,"Argentina"
820,2020-03-30,23,228,"Argentina"
1054,2020-03-31,27,240,"Argentina"
1054,2020-04-01,28,248,"Argentina"
1133,2020-04-02,36,256,"Argentina"
1265,2020-04-03,39,266,"Argentina"
1451,2020-04-04,43,279,"Argentina"
1451,2020-04-05,44,280,"Argentina"
1554,2020-04-06,48,325,"Argentina"
1628,2020-04-07,56,338,"Argentina"
1715,2020-04-08,63,358,"Argentina"
1795,2020-04-09,72,365,"Argentina"
1975,2020-04-10,82,375,"Argentina"
1975,2020-04-11,83,440,"Argentina"
2142,2020-04-12,90,468,"Argentina"
2208,2020-04-13,97,515,"Argentina"
2277,2020-04-14,102,559,"Argentina"
2443,2020-04-15,111,596,"Argentina"
2571,2020-04-16,115,631,"Argentina"
2669,2020-04-17,123,666,"Argentina"
2758,2020-04-18,129,685,"Argentina"
2839,2020-04-19,132,709,"Argentina"
2941,2020-04-20,136,737,"Argentina"
3031,2020-04-21,147,840,"Argentina"
0,2020-01-22,0,0,"Armenia"
0,2020-01-23,0,0,"Armenia"
0,2020-01-24,0,0,"Armenia"
0,2020-01-25,0,0,"Armenia"
0,2020-01-26,0,0,"Armenia"
0,2020-01-27,0,0,"Armenia"
0,2020-01-28,0,0,"Armenia"
0,2020-01-29,0,0,"Armenia"
0,2020-01-30,0,0,"Armenia"
0,2020-01-31,0,0,"Armenia"
0,2020-02-01,0,0,"Armenia"
0,2020-02-02,0,0,"Armenia"
0,2020-02-03,0,0,"Armenia"
0,2020-02-04,0,0,"Armenia"
0,2020-02-05,0,0,"Armenia"
0,2020-02-06,0,0,"Armenia"
0,2020-02-07,0,0,"Armenia"
0,2020-02-08,0,0,"Armenia"
0,2020-02-09,0,0,"Armenia"
0,2020-02-10,0,0,"Armenia"
0,2020-02-11,0,0,"Armenia"
0,2020-02-12,0,0,"Armenia"
0,2020-02-13,0,0,"Armenia"
0,2020-02-14,0,0,"Armenia"
0,2020-02-15,0,0,"Armenia"
0,2020-02-16,0,0,"Armenia"
0,2020-02-17,0,0,"Armenia"
0,2020-02-18,0,0,"Armenia"
0,2020-02-19,0,0,"Armenia"
0,2020-02-20,0,0,"Armenia"
0,2020-02-21,0,0,"Armenia"
